player_name,season,wk,Game_date,OPP,Result,AST,PDEF,page_url
Emmanuel Sanders,Regular Season,3,09/28/2020,Packers,L 30 - 37,14,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,8,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Post Season,1,01/10/2021,Bears,W 21 - 9,1.5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Ryan Santoso,Regular Season,17,01/03/2021,Cowboys,W 23 - 19,,,https://www.nfl.com/players/ryan-santoso/stats/logs/
Ryan Santoso,Regular Season,12,11/29/2020,Bengals,W 19 - 17,,,https://www.nfl.com/players/ryan-santoso/stats/logs/
Cairo Santos,Regular Season,17,01/03/2021,Packers,L 16 - 35,3,1,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,16,12/27/2020,Jaguars,W 41 - 17,2,5,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,15,12/20/2020,Vikings,W 33 - 27,4,3,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,14,12/13/2020,Texans,W 36 - 7,2,4,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,13,12/06/2020,Lions,L 30 - 34,1,4,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,12,11/30/2020,Packers,L 25 - 41,1,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,10,11/17/2020,Vikings,L 13 - 19,2,1,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,9,11/08/2020,Titans,L 17 - 24,1,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,8,11/01/2020,Saints,L 23 - 26,3,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,7,10/27/2020,Rams,L 10 - 24,1,1,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,2,09/20/2020,Giants,W 17 - 13,2,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,6,10/18/2020,Panthers,W 23 - 16,3,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,5,10/09/2020,Buccaneers,W 20 - 19,2,2,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,4,10/04/2020,Colts,L 11 - 19,1,0,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,3,09/27/2020,Falcons,W 30 - 26,2,3,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Regular Season,1,09/13/2020,Lions,W 27 - 23,2,3,https://www.nfl.com/players/cairo-santos/stats/logs/
Cairo Santos,Post Season,1,01/10/2021,Saints,L 9 - 21,1,0,https://www.nfl.com/players/cairo-santos/stats/logs/
Mohamed Sanu,Regular Season,17,01/03/2021,Vikings,L 35 - 37,6.5,1,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,16,12/26/2020,Buccaneers,L 7 - 47,11,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,15,12/20/2020,Titans,L 25 - 46,9.5,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,14,12/13/2020,Packers,L 24 - 31,18.5,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,13,12/06/2020,Bears,W 34 - 30,18,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,12,11/26/2020,Texans,L 25 - 41,8,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,11,11/22/2020,Panthers,L 0 - 20,,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,3,09/27/2020,Giants,W 36 - 9,9,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,2,09/20/2020,Jets,W 31 - 13,,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Mohamed Sanu,Regular Season,4,10/05/2020,49ers,W 25 - 20,,,https://www.nfl.com/players/mohamed-sanu/stats/logs/
Eric Saubert,Regular Season,17,01/03/2021,Colts,L 14 - 28,9,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,16,12/27/2020,Bears,L 17 - 41,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,15,12/20/2020,Ravens,L 14 - 40,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,14,12/13/2020,Titans,L 10 - 31,4,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,13,12/06/2020,Vikings,L 24 - 27,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,12,11/29/2020,Browns,L 25 - 27,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,11,11/22/2020,Steelers,L 3 - 27,3,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,7,10/25/2020,Chargers,L 29 - 39,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Eric Saubert,Regular Season,1,09/13/2020,Lions,W 27 - 23,,,https://www.nfl.com/players/eric-saubert/stats/logs/
Khalen Saunders,Regular Season,17,01/03/2021,Chargers,L 21 - 38,0,0,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,16,12/27/2020,Falcons,W 17 - 14,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,15,12/20/2020,Saints,W 32 - 29,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,14,12/13/2020,Dolphins,W 33 - 27,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,13,12/07/2020,Broncos,W 22 - 16,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,12,11/29/2020,Buccaneers,W 27 - 24,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,11,11/23/2020,Raiders,W 35 - 31,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,9,11/08/2020,Panthers,W 33 - 31,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,8,11/01/2020,Jets,W 35 - 9,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,7,10/25/2020,Broncos,W 43 - 16,0,0,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Regular Season,1,09/11/2020,Texans,W 34 - 20,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Khalen Saunders,Post Season,2,01/17/2021,Browns,W 22 - 17,,,https://www.nfl.com/players/khalen-saunders/stats/logs/
Darnell Savage,Regular Season,17,01/03/2021,Bears,W 35 - 16,2,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,16,12/28/2020,Titans,W 40 - 14,3,3,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,15,12/20/2020,Panthers,W 24 - 16,0,1,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,14,12/13/2020,Lions,W 31 - 24,0,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,13,12/06/2020,Eagles,W 30 - 16,0,1,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,12,11/30/2020,Bears,W 41 - 25,1,2,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,11,11/22/2020,Colts,L 31 - 34,2,1,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,10,11/15/2020,Jaguars,W 24 - 20,1,2,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,9,11/06/2020,49ers,W 34 - 17,0,1,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,8,11/01/2020,Vikings,L 22 - 28,1,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,7,10/25/2020,Texans,W 35 - 20,,,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,2,09/20/2020,Lions,W 42 - 21,2,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,6,10/18/2020,Buccaneers,L 10 - 38,2,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,4,10/06/2020,Falcons,W 30 - 16,1,1,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,3,09/28/2020,Saints,W 37 - 30,2,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Regular Season,1,09/13/2020,Vikings,W 43 - 34,2,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Darnell Savage,Post Season,2,01/16/2021,Rams,W 32 - 18,1,0,https://www.nfl.com/players/darnell-savage/stats/logs/
Patrick Scales,Regular Season,17,01/03/2021,Packers,L 16 - 35,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,16,12/27/2020,Jaguars,W 41 - 17,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,15,12/20/2020,Vikings,W 33 - 27,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,14,12/13/2020,Texans,W 36 - 7,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,13,12/06/2020,Lions,L 30 - 34,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,12,11/30/2020,Packers,L 25 - 41,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,10,11/17/2020,Vikings,L 13 - 19,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,9,11/08/2020,Titans,L 17 - 24,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,8,11/01/2020,Saints,L 23 - 26,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,7,10/27/2020,Rams,L 10 - 24,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,2,09/20/2020,Giants,W 17 - 13,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,6,10/18/2020,Panthers,W 23 - 16,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,5,10/09/2020,Buccaneers,W 20 - 19,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,4,10/04/2020,Colts,L 11 - 19,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,3,09/27/2020,Falcons,W 30 - 26,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Regular Season,1,09/13/2020,Lions,W 27 - 23,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Patrick Scales,Post Season,1,01/10/2021,Saints,L 9 - 21,,,https://www.nfl.com/players/patrick-scales/stats/logs/
Tegray Scales,Regular Season,17,01/03/2021,Browns,L 22 - 24,,,https://www.nfl.com/players/tegray-scales/stats/logs/
Tegray Scales,Regular Season,16,12/27/2020,Colts,W 28 - 24,,,https://www.nfl.com/players/tegray-scales/stats/logs/
Tegray Scales,Regular Season,15,12/22/2020,Bengals,L 17 - 27,,,https://www.nfl.com/players/tegray-scales/stats/logs/
Tegray Scales,Regular Season,14,12/14/2020,Bills,L 15 - 26,,,https://www.nfl.com/players/tegray-scales/stats/logs/
Bo Scarbrough,Regular Season,11,11/20/2020,Cardinals,W 28 - 21,5.2,,https://www.nfl.com/players/bo-scarbrough/stats/logs/
Bo Scarbrough,Regular Season,7,10/25/2020,Falcons,W 23 - 22,,,https://www.nfl.com/players/bo-scarbrough/stats/logs/
Brennan Scarlett,Regular Season,17,01/03/2021,Titans,L 38 - 41,0,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,16,12/27/2020,Bengals,L 31 - 37,1,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,15,12/20/2020,Colts,L 20 - 27,,,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,1,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,7,10/25/2020,Packers,L 20 - 35,,,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,2,09/20/2020,Ravens,L 16 - 33,3,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,6,10/18/2020,Titans,L 36 - 42,2,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,0,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,2,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,4,10/04/2020,Vikings,L 23 - 31,0,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Brennan Scarlett,Regular Season,3,09/27/2020,Steelers,L 21 - 28,1,0,https://www.nfl.com/players/brennan-scarlett/stats/logs/
Max Scharping,Regular Season,17,01/03/2021,Titans,L 38 - 41,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,16,12/27/2020,Bengals,L 31 - 37,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,15,12/20/2020,Colts,L 20 - 27,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,14,12/13/2020,Bears,L 7 - 36,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,13,12/06/2020,Colts,L 20 - 26,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,12,11/26/2020,Lions,W 41 - 25,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,11,11/22/2020,Patriots,W 27 - 20,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,10,11/15/2020,Browns,L 7 - 10,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,7,10/25/2020,Packers,L 20 - 35,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,2,09/20/2020,Ravens,L 16 - 33,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,6,10/18/2020,Titans,L 36 - 42,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,4,10/04/2020,Vikings,L 23 - 31,,,https://www.nfl.com/players/max-scharping/stats/logs/
Max Scharping,Regular Season,3,09/27/2020,Steelers,L 21 - 28,,,https://www.nfl.com/players/max-scharping/stats/logs/
Brandon Scherff,Regular Season,17,01/04/2021,Eagles,W 20 - 14,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,16,12/27/2020,Panthers,L 13 - 20,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,15,12/20/2020,Seahawks,L 15 - 20,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,14,12/13/2020,49ers,W 23 - 15,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,13,12/07/2020,Steelers,W 23 - 17,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,12,11/26/2020,Cowboys,W 41 - 16,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,11,11/22/2020,Bengals,W 20 - 9,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,10,11/15/2020,Lions,L 27 - 30,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,9,11/08/2020,Giants,L 20 - 23,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,6,10/18/2020,Giants,L 19 - 20,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Regular Season,1,09/13/2020,Eagles,W 27 - 17,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Brandon Scherff,Post Season,1,01/10/2021,Buccaneers,L 23 - 31,,,https://www.nfl.com/players/brandon-scherff/stats/logs/
Austin Schlottmann,Regular Season,17,01/03/2021,Raiders,L 31 - 32,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,16,12/27/2020,Chargers,L 16 - 19,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,15,12/19/2020,Bills,L 19 - 48,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,14,12/13/2020,Panthers,W 32 - 27,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,13,12/07/2020,Chiefs,L 16 - 22,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,12,11/29/2020,Saints,L 3 - 31,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,11,11/22/2020,Dolphins,W 20 - 13,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,10,11/15/2020,Raiders,L 12 - 37,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,9,11/08/2020,Falcons,L 27 - 34,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,8,11/01/2020,Chargers,W 31 - 30,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,3,09/27/2020,Buccaneers,L 10 - 28,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,7,10/25/2020,Chiefs,L 16 - 43,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,2,09/20/2020,Steelers,L 21 - 26,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,6,10/18/2020,Patriots,W 18 - 12,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,1,09/15/2020,Titans,L 14 - 16,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Austin Schlottmann,Regular Season,4,10/02/2020,Jets,W 37 - 28,,,https://www.nfl.com/players/austin-schlottmann/stats/logs/
Matt Schaub,Regular Season,17,01/03/2021,Buccaneers,L 27 - 44,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,16,12/27/2020,Chiefs,L 14 - 17,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,15,12/20/2020,Buccaneers,L 27 - 31,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,14,12/13/2020,Chargers,L 17 - 20,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,13,12/06/2020,Saints,L 16 - 21,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,12,11/29/2020,Raiders,W 43 - 6,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,11,11/22/2020,Saints,L 9 - 24,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,9,11/08/2020,Broncos,W 34 - 27,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,8,10/30/2020,Panthers,W 25 - 17,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,7,10/25/2020,Lions,L 22 - 23,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,2,09/20/2020,Cowboys,L 39 - 40,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,6,10/18/2020,Vikings,W 40 - 23,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,1,09/13/2020,Seahawks,L 25 - 38,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,5,10/11/2020,Panthers,L 16 - 23,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,4,10/06/2020,Packers,L 16 - 30,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Matt Schaub,Regular Season,3,09/27/2020,Bears,L 26 - 30,,,https://www.nfl.com/players/matt-schaub/stats/logs/
Joe Schobert,Regular Season,17,01/03/2021,Colts,L 14 - 28,4,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,16,12/27/2020,Bears,L 17 - 41,2,1,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,15,12/20/2020,Ravens,L 14 - 40,5,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,14,12/13/2020,Titans,L 10 - 31,3,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,13,12/06/2020,Vikings,L 24 - 27,7,2,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,12,11/29/2020,Browns,L 25 - 27,1,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,11,11/22/2020,Steelers,L 3 - 27,5,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,10,11/15/2020,Packers,L 20 - 24,6,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,9,11/08/2020,Texans,L 25 - 27,1,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,2,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,7,10/25/2020,Chargers,L 29 - 39,6,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,2,09/20/2020,Titans,L 30 - 33,4,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,6,10/18/2020,Lions,L 16 - 34,3,1,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,5,10/11/2020,Texans,L 14 - 30,1,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,4,10/04/2020,Bengals,L 25 - 33,4,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Joe Schobert,Regular Season,1,09/13/2020,Colts,W 27 - 20,3,0,https://www.nfl.com/players/joe-schobert/stats/logs/
Mason Schreck,Regular Season,17,01/03/2021,Ravens,L 3 - 38,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,16,12/27/2020,Texans,W 37 - 31,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,15,12/22/2020,Steelers,W 27 - 17,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,14,12/13/2020,Cowboys,L 7 - 30,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,13,12/06/2020,Dolphins,L 7 - 19,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,12,11/29/2020,Giants,L 17 - 19,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,11,11/22/2020,Football Team,L 9 - 20,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,10,11/15/2020,Steelers,L 10 - 36,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,8,11/01/2020,Titans,W 31 - 20,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,7,10/25/2020,Browns,L 34 - 37,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,6,10/18/2020,Colts,L 27 - 31,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,5,10/11/2020,Ravens,L 3 - 27,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,4,10/04/2020,Jaguars,W 33 - 25,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Mason Schreck,Regular Season,3,09/27/2020,Eagles,T 23 - 23,,,https://www.nfl.com/players/mason-schreck/stats/logs/
Dalton Schultz,Regular Season,17,01/03/2021,Giants,L 19 - 23,10,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,16,12/27/2020,Eagles,W 37 - 17,7,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,15,12/20/2020,49ers,W 41 - 33,7,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,14,12/13/2020,Bengals,W 30 - 7,11.3,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,13,12/09/2020,Ravens,L 17 - 34,11,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,12,11/26/2020,Football Team,L 16 - 41,4.8,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,11,11/22/2020,Vikings,W 31 - 28,6.3,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,9,11/08/2020,Steelers,L 19 - 24,12,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,8,11/02/2020,Eagles,L 9 - 23,8.8,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,3,09/27/2020,Seahawks,L 31 - 38,12,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,7,10/25/2020,Football Team,L 3 - 25,11,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,2,09/20/2020,Falcons,W 40 - 39,9.8,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,6,10/20/2020,Cardinals,L 10 - 38,8.8,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,1,09/14/2020,Rams,L 17 - 20,11,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,5,10/11/2020,Giants,W 37 - 34,6,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Dalton Schultz,Regular Season,4,10/04/2020,Browns,L 38 - 49,18,,https://www.nfl.com/players/dalton-schultz/stats/logs/
Michael Schofield,Regular Season,17,01/03/2021,Saints,L 7 - 33,,,https://www.nfl.com/players/michael-schofield/stats/logs/
